Date,Temp
2018-01-09,6.2
2018-01-10,11.5
2018-01-11,10.2
2018-01-12,7.9
2018-01-13,9.0
2018-01-14,9.5
2018-01-15,6.0
2018-01-16,8.2
2018-01-17,9.2
2018-01-18,4.3
2018-01-19,6.6
2018-01-20,9.4
2018-01-21,13.2
2018-01-22,6.6
2018-01-23,5.1
2018-01-24,12.1
2018-01-25,11.2
2018-01-26,8.5
2018-01-27,4.6
2018-01-28,7.0
2018-01-29,14.2
2018-01-30,12.7
2018-01-31,7.6
2018-02-01,4.0
2018-02-02,10.0
2018-02-03,10.5
2018-02-04,5.0
2018-02-05,4.5
2018-02-06,8.2
2018-02-07,4.3
2018-02-08,9.8
2018-02-09,5.8
2018-02-10,5.0
2018-02-11,8.5
2018-02-12,9.0
2018-02-13,3.6
2018-02-14,6.7
2018-02-15,6.7
2018-02-16,10.1
2018-02-17,15.0
2018-02-18,8.9
2018-02-19,5.7
2018-02-20,4.2
2018-02-21,4.0
2018-02-22,5.3
2018-02-23,6.3
2018-02-24,8.5
2018-02-25,11.5
2018-02-26,7.7
2018-02-27,9.2
2018-02-28,7.8
2018-03-01,6.3
2018-03-02,6.3
2018-03-03,8.6
2018-03-04,6.1
2018-03-05,13.2
2018-03-06,9.9
2018-03-07,4.7
2018-03-08,5.8
2018-03-09,14.9
2018-03-10,10.7
2018-03-11,8.6
2018-03-12,9.4
2018-03-13,5.7
2018-03-14,10.9
2018-03-15,13.1
2018-03-16,10.4
2018-03-17,8.2
2018-03-18,9.8
2018-03-19,7.5
2018-03-20,5.8
2018-03-21,9.8
2018-03-22,7.9
2018-03-23,8.7
2018-03-24,10.0
2018-03-25,10.6
2018-03-26,8.0
2018-03-27,10.2
2018-03-28,15.1
2018-03-29,13.9
2018-03-30,9.2
2018-03-31,9.0
2018-04-01,13.2
2018-04-02,7.0
2018-04-03,10.6
2018-04-04,6.9
2018-04-05,9.5
2018-04-06,12.5
2018-04-07,13.6
2018-04-08,17.7
2018-04-09,16.0
2018-04-10,11.3
2018-04-11,10.5
2018-04-12,14.4
2018-04-13,10.3
2018-04-14,9.0
2018-04-15,11.1
2018-04-16,14.5
2018-04-17,18.0
2018-04-18,12.8
2018-04-19,10.7
2018-04-20,9.1
2018-04-21,8.7
2018-04-22,12.4
2018-04-23,12.6
2018-04-24,10.3
2018-04-25,13.7
2018-04-26,16.0
2018-04-27,15.8
2018-04-28,12.1
2018-04-29,12.5
2018-04-30,12.2
2018-05-01,13.7
2018-05-02,16.1
2018-05-03,15.5
2018-05-04,10.3
2018-05-05,10.5
2018-05-06,11.0
2018-05-07,11.9
2018-05-08,13.0
2018-05-09,12.2
2018-05-10,10.6
2018-05-11,13.0
2018-05-12,13.0
2018-05-13,12.2
2018-05-14,12.6
2018-05-15,18.7
2018-05-16,15.2
2018-05-17,15.3
2018-05-18,13.9
2018-05-19,15.8
2018-05-20,13.0
2018-05-21,13.0
2018-05-22,13.7
2018-05-23,12.0
2018-05-24,10.8
2018-05-25,15.6
2018-05-26,15.3
2018-05-27,13.9
2018-05-28,13.0
2018-05-29,15.3
2018-05-30,16.3
2018-05-31,15.8
2018-06-01,17.7
2018-06-02,16.3
2018-06-03,18.4
2018-06-04,15.0
2018-06-05,10.9
2018-06-06,11.4
2018-06-07,14.8
2018-06-08,12.1
2018-06-09,12.8
2018-06-10,16.2
2018-06-11,15.5
2018-06-12,13.0
2018-06-13,10.5
2018-06-14,9.1
2018-06-15,10.5
2018-06-16,11.8
2018-06-17,12.7
2018-06-18,12.7
2018-06-19,11.5
2018-06-20,13.8
2018-06-21,13.3
2018-06-22,11.6
2018-06-23,15.4
2018-06-24,12.4
2018-06-25,16.9
2018-06-26,14.7
2018-06-27,10.6
2018-06-28,15.6
2018-06-29,10.7
2018-06-30,12.6
2018-07-01,13.8
2018-07-02,14.3
2018-07-03,14.0
2018-07-04,18.1
2018-07-05,17.3
2018-07-06,13.0
2018-07-07,16.0
2018-07-08,14.9
2018-07-09,16.2
2018-07-10,20.3
2018-07-11,22.5
2018-07-12,17.2
2018-07-13,15.9
2018-07-14,16.8
2018-07-15,13.8
2018-07-16,12.8
2018-07-17,14.0
2018-07-18,17.5
2018-07-19,21.5
2018-07-20,16.8
2018-07-21,13.6
2018-07-22,14.5
2018-07-23,14.2
2018-07-24,15.7
2018-07-25,19.7
2018-07-26,17.4
2018-07-27,14.4
2018-07-28,16.9
2018-07-29,19.1
2018-07-30,20.4
2018-07-31,20.1
2018-08-02,19.9
2018-08-03,22.0
2018-08-04,20.5
2018-08-05,22.1
2018-08-06,20.6
2018-08-07,15.0
2018-08-08,20.6
2018-08-09,21.5
2018-08-10,16.2
2018-08-11,14.1
2018-08-12,14.5
2018-08-13,21.1
2018-08-14,15.9
2018-08-15,15.2
2018-08-16,13.1
2018-08-17,13.2
2018-08-18,12.5
2018-08-19,15.2
2018-08-20,17.6
2018-08-21,15.5
2018-08-22,16.7
2018-08-23,16.3
2018-08-24,15.1
2018-08-25,12.7
2018-08-26,10.0
2018-08-27,11.4
2018-08-28,12.6
2018-08-29,10.7
2018-08-30,10.0
2018-08-31,13.9
2018-09-01,13.4
2018-09-02,12.5
2018-09-03,12.8
2018-09-04,7.8
2018-09-05,11.1
2018-09-06,10.7
2018-09-07,7.1
2018-09-08,6.7
2018-09-09,5.7
2018-09-10,9.1
2018-09-11,15.2
2018-09-12,15.5
2018-09-13,11.1
2018-09-14,11.7
2018-09-15,11.5
2018-09-16,9.8
2018-09-17,6.2
2018-09-18,6.7
2018-09-19,7.5
2018-09-20,8.8
2018-09-21,8.0
2018-09-22,10.4
2018-09-23,14.5
2018-09-24,16.5
2018-09-25,14.1
2018-09-26,10.5
2018-09-27,12.6
2018-09-28,13.0
2018-09-29,8.7
2018-09-30,10.1
2018-10-01,12.0
2018-10-02,12.5
2018-10-03,13.5
2018-10-04,13.7
2018-10-05,13.5
2018-10-06,10.7
2018-10-07,13.0
2018-10-08,11.6
2018-10-09,13.0
2018-10-10,11.2
2018-10-11,13.5
2018-10-12,12.9
2018-10-13,6.8
2018-10-14,10.0
2018-10-15,14.5
2018-10-16,11.7
2018-10-17,6.7
2018-10-18,4.6
2018-10-19,4.9
2018-10-20,7.4
2018-10-21,8.3
2018-10-22,7.5
2018-10-23,6.2
2018-10-24,7.8
2018-10-25,13.2
2018-10-26,11.9
2018-10-27,6.5
2018-10-28,8.3
2018-10-29,12.1
2018-10-30,9.3
2018-10-31,7.5
2018-11-01,9.3
2018-11-02,11.0
2018-11-03,10.8
2018-11-04,5.3
2018-11-05,7.6
2018-11-06,5.6
2018-11-07,7.2
2018-11-08,9.6
2018-11-09,7.0
2018-11-10,8.3
2018-11-11,7.8
2018-11-12,4.7
2018-11-13,6.8
2018-11-14,7.2
2018-11-15,8.3
2018-11-16,9.5
2018-11-17,4.7
2018-11-18,3.0
2018-11-19,1.5
2018-11-20,2.5
2018-11-21,6.2
2018-11-22,11.6
2018-11-23,6.6
2018-11-24,6.6
2018-11-25,8.0
2018-11-26,7.9
2018-11-27,3.3
2018-11-28,3.9
2018-11-29,6.0
2018-11-30,4.0
2018-12-01,5.5
2018-12-02,8.5
2018-12-03,9.8
2018-12-04,9.5
2018-12-05,7.2
2018-12-06,8.1
2018-12-07,8.0
2018-12-08,8.5
2018-12-09,8.8
2018-12-10,8.3
2018-12-11,2.4
2018-12-12,4.9
2018-12-13,5.9
2018-12-14,6.7
2018-12-15,8.4
2018-12-16,6.5
2018-12-17,7.9
2018-12-18,4.1
2018-12-19,5.4
2018-12-20,7.5
2018-12-21,3.9
2018-12-22,2.5
2018-12-23,5.3
2018-12-24,6.6
2018-12-25,0.0
2018-12-26,0.7
2018-12-27,7.6
2018-12-28,12.3
2018-12-29,9.2
2018-12-30,9.6
2018-12-31,9.5
2019-01-01,10.0
2019-01-02,7.7
2019-01-03,8.0
2019-01-04,8.3
2019-01-05,8.3
2019-01-06,4.5
2019-01-07,6.5
2019-01-08,9.4
2019-01-09,9.4
2019-01-10,10.5
2019-01-11,10.7
2019-01-12,9.9
2019-01-13,7.6
2019-01-14,5.8
2019-01-15,8.5
2019-01-16,13.8
2019-01-17,14.3
2019-01-18,8.3
2019-01-19,5.3
2019-01-20,3.0
2019-01-21,5.2
2019-01-22,10.3
2019-01-23,11.1
2019-01-24,10.5
2019-01-25,9.0
2019-01-26,13.0
2019-01-27,6.4
2019-01-28,8.4
2019-01-29,6.7
2019-01-30,8.3
2019-01-31,11.2
2019-02-01,10.0
2019-02-02,10.1
2019-02-03,10.6
2019-02-04,10.9
2019-02-05,5.7
2019-02-06,9.5
2019-02-07,10.4
2019-02-08,11.1
2019-02-09,12.2
2019-02-10,10.6
2019-02-11,8.8
2019-02-12,9.2
2019-02-13,5.5
2019-02-14,7.1
2019-02-15,6.5
2019-02-16,4.3
2019-02-17,5.0
2019-02-18,11.2
2019-02-19,7.5
2019-02-20,12.0
2019-02-21,13.6
2019-02-22,8.3
2019-02-23,8.5
2019-02-24,12.9
2019-02-25,7.7
2019-02-26,7.6
2019-02-27,3.5
2019-02-28,10.4
2019-03-01,15.4
2019-03-02,10.6
2019-03-03,9.6
2019-03-04,9.3
2019-03-05,13.9
2019-03-06,7.7
2019-03-07,9.5
2019-03-08,7.6
2019-03-09,6.9
2019-03-10,6.8
2019-03-11,5.8
2019-03-12,6.0
2019-03-13,8.3
2019-03-14,9.1
2019-03-15,12.5
2019-03-16,13.2
2019-03-17,16.2
2019-03-18,12.5
2019-03-19,11.8
2019-03-20,10.6
2019-03-21,10.0
2019-03-22,12.2
2019-03-23,8.9
2019-03-24,10.3
2019-03-25,7.5
2019-03-26,11.6
2019-03-27,12.6
2019-03-28,12.9
2019-03-29,11.7
2019-03-30,14.0
2019-03-31,12.3
2019-04-01,9.0
2019-04-02,9.2
2019-04-03,9.8
2019-04-04,11.8
2019-04-05,10.6
2019-04-06,12.6
2019-04-07,11.0
2019-04-08,8.2
2019-04-09,7.5
2019-04-10,13.6
2019-04-11,14.8
2019-04-12,10.9
2019-04-13,7.7
2019-04-14,10.2
2019-04-15,10.8
2019-04-16,10.8
2019-04-17,12.5
2019-04-18,13.2
2019-04-19,8.7
2019-04-20,5.7
2019-04-21,9.8
2019-04-22,7.3
2019-04-23,10.8
2019-04-24,10.0
2019-04-25,16.2
2019-04-26,15.0
2019-04-27,14.5
2019-04-28,15.9
2019-04-29,14.9
2019-04-30,14.2
2019-05-01,15.8
2019-05-02,17.2
2019-05-03,17.6
2019-05-04,12.1
2019-05-05,11.4
2019-05-06,13.0
2019-05-07,13.2
2019-05-08,12.0
2019-05-09,15.3
2019-05-10,12.7
2019-05-11,12.1
2019-05-12,13.8
2019-05-13,10.9
2019-05-14,12.0
2019-05-15,16.5
2019-05-16,15.0
2019-05-17,11.2
2019-05-18,13.9
2019-05-19,15.0
2019-05-20,14.8
2019-05-21,15.0
2019-05-22,13.3
2019-05-23,20.4
2019-05-24,18.0
2019-05-25,12.2
2019-05-26,16.7
2019-05-27,13.8
2019-05-28,17.5
2019-05-29,15.0
2019-05-30,13.9
2019-05-31,11.1
2019-06-01,16.1
2019-06-02,20.4
2019-06-03,18.0
2010-06-03,19.5
2010-06-04,17.1
2010-06-05,17.1
2010-06-06,12.0
2010-06-07,11.0
2010-06-08,16.3
2010-06-09,16.1
2010-06-10,13.0
2010-06-11,13.4
2010-06-12,15.2
2010-06-13,12.5
2010-06-14,14.3
2010-06-15,16.5
2010-06-16,18.6
2010-06-17,18.0
2010-06-18,18.2
2010-06-19,11.4
2010-06-20,11.9
2010-06-21,12.2
2010-06-22,14.8
2010-06-23,13.1
2010-06-24,12.7
2010-06-25,10.5
2010-06-26,13.8
2010-06-27,18.8
2010-06-28,13.9
2010-06-29,11.2
2010-06-30,10.6
2010-07-01,14.7
2010-07-02,13.1
2010-07-03,12.1
2010-07-04,14.7
2010-07-05,11.1
2010-07-06,13.0
2010-07-07,15.6
2010-07-08,14.2
2010-07-09,15.5
2010-07-10,18.0
2010-07-11,15.0
2010-07-12,15.9
2010-07-13,15.5
2010-07-14,15.8
2010-07-15,16.6
2010-07-16,13.6
2010-07-17,13.8
2010-07-18,14.6
2010-07-19,15.6
2010-07-20,16.6
2010-07-21,14.3
2010-07-22,16.3
2010-07-23,18.9
2010-07-24,18.7
2010-07-25,14.5
2010-07-26,16.5
2010-07-27,14.1
2010-07-28,13.5
2010-07-29,11.7
2010-07-30,15.1
2010-07-31,11.2
2010-08-01,13.5
2010-08-02,12.6
2010-08-03,8.8
2010-08-04,10.5
2010-08-05,12.1
2010-08-06,14.5
2010-08-07,19.5
2010-08-08,14.0
2010-08-09,13.8
2010-08-10,10.5
2010-08-11,13.8
2010-08-12,11.4
2010-08-13,15.6
2010-08-14,11.1
2010-08-15,12.1
2010-08-16,14.2
2010-08-17,10.9
2010-08-18,14.2
2010-08-19,13.8
2010-08-20,15.1
2010-08-21,14.0
2010-08-22,12.1
2010-08-23,13.8
2010-08-24,16.6
2010-08-25,17.8
2010-08-26,9.4
2010-08-27,10.2
2010-08-28,7.4
2010-08-29,8.7
2010-08-30,14.0
2010-08-31,15.3
2010-09-01,11.1
2010-09-02,9.7
2010-09-03,10.3
2010-09-04,9.2
2010-09-05,8.2
2010-09-06,9.7
2010-09-07,12.4
2010-09-08,12.5
2010-09-09,9.0
2010-09-10,9.7
2010-09-11,10.1
2010-09-12,11.2
2010-09-13,12.0
2010-09-14,11.1
2010-09-15,10.8
2010-09-16,12.8
2010-09-17,9.8
2010-09-18,13.7
2010-09-19,11.0
2010-09-20,13.2
2010-09-21,13.0
2010-09-22,10.2
2010-09-23,13.2
2010-09-24,9.3
2010-09-25,11.1
2010-09-26,10.3
2010-09-27,8.7
2010-09-28,11.7
2010-09-29,12.5
2010-09-30,6.5
2010-10-01,9.6
2010-10-02,13.8
2010-10-03,14.7
2010-10-04,9.1
2010-10-05,4.8
2010-10-06,3.3
2010-10-07,3.5
2010-10-08,5.7
2010-10-09,5.5
2010-10-10,7.0
2010-10-11,9.5
2010-10-12,9.9
2010-10-13,4.9
2010-10-14,6.3
2010-10-15,4.8
2010-10-16,6.2
2010-10-17,7.1
2010-10-18,7.5
2010-10-19,9.4
2010-10-20,8.7
2010-10-21,9.5
2010-10-22,12.1
2010-10-23,9.5
2010-10-24,9.3
2010-10-25,8.5
2010-10-26,8.0
2010-10-27,9.8
2010-10-28,6.2
2010-10-29,7.3
2010-10-30,10.9
2010-10-31,10.0
2010-11-01,8.7
2010-11-02,9.0
2010-11-03,10.8
2010-11-04,12.4
2010-11-05,7.2
2010-11-06,7.2
2010-11-07,11.1
2010-11-08,9.3
2010-11-09,10.1
2010-11-10,3.9
2010-11-11,5.0
2010-11-12,8.2
2010-11-13,2.8
2010-11-14,4.3
2010-11-15,8.1
2010-11-16,11.1
2010-11-17,4.7
2010-11-18,5.3
2010-11-19,10.0
2010-11-20,5.6
2010-11-21,2.2
2010-11-22,7.1
2010-11-23,8.3
2010-11-24,8.6
2010-11-25,10.1
